state,ym,price,cpi,vmt,fatal,spdfatal,duifatal,urate,pcinc,etohpc,beertax,gdlyear
AK,597,2.4371,214.785,2.8942,51,45,63,7.677,46120.6,2.4718,0.1009,2005
AK,598,2.3694,215.233,2.89051,43,19,64,7.864,45031.1,2.6151,0.1009,2005
AK,599,2.352,215.683,2.83724,55,24,204,7.735,44664.9,2.528,0.1009,2005
AK,600,2.7291,216.133,2.84458,50,5,105,6.771,44781.3,2.375,0.1009,2005
AK,601,2.7084,216.585,2.89173,52,18,151,7.758,45428.6,2.2609,0.1009,2005
AK,602,2.7893,217.037,2.778,37,12,264,7.737,44503.2,2.4309,0.1009,2005
AK,603,2.9124,217.491,2.95842,39,14,419,8.252,45007.5,2.3218,0.1009,2005
AK,604,2.968,217.945,3.14196,49,13,91,8.101,45481.8,2.3361,0.1009,2005
AK,605,2.9692,218.4,3.11869,47,17,148,7.243,45314.5,2.4261,0.1009,2005
AK,606,2.9926,218.856,3.04828,37,22,122,7.893,44844.5,2.5008,0.1009,2005
AK,607,3.0303,219.313,3.10202,37,19,185,7.868,45149.7,2.5674,0.1009,2005
AK,608,2.8995,219.772,3.03987,47,32,198,7.472,46961.9,2.6162,0.1009,2005
AK,609,2.8622,220.231,3.1119,41,24,229,7.109,45381.4,2.6215,0.1009,2005
AK,610,2.8553,220.691,2.74952,43,14,232,8.078,46085.7,2.7117,0.1009,2005
AK,611,2.8438,221.152,2.78102,41,43,98,7.23,45851.2,2.5974,0.1009,2005
AK,612,3.5242,221.614,2.9879,48,43,120,4.749,48189.7,2.2917,0.1009,2005
AK,613,3.5033,222.076,2.79432,38,16,169,5.02,47379.0,2.2711,0.1009,2005
AK,614,3.5372,222.54,2.93664,30,19,42,4.956,47426.7,2.1336,0.1009,2005
AK,615,3.549,223.005,2.96012,30,24,524,5.5,47769.4,2.1013,0.1009,2005
AK,616,3.6228,223.471,3.14062,48,11,135,5.403,48657.1,2.0396,0.1009,2005
AK,617,3.7705,223.938,3.14143,31,19,195,5.522,48264.8,2.1492,0.1009,2005
AK,618,3.8092,224.405,3.16898,40,33,325,4.746,48361.9,2.3826,0.1009,2005
AK,619,3.7439,224.874,3.1476,33,23,101,4.223,47583.0,2.2754,0.1009,2005
AK,620,3.7654,225.344,3.11931,50,43,92,4.375,47636.8,2.4551,0.1009,2005
AK,621,3.7396,225.815,3.03292,48,36,321,4.867,47724.2,2.4875,0.1009,2005
AK,622,3.667,226.286,2.87958,56,17,311,4.563,48984.5,2.3967,0.1009,2005
AK,623,3.4781,226.759,2.75529,41,7,152,4.578,49221.3,2.3377,0.1009,2005
AK,624,3.5306,227.233,2.74101,52,30,95,5.248,47409.7,2.1321,0.1009,2005
AK,625,3.4909,227.707,2.78961,48,28,286,6.407,48493.6,2.2228,0.1009,2005
AK,626,3.658,228.183,2.91333,36,10,188,5.823,47374.3,2.2707,0.1009,2005
AK,627,3.6697,228.659,3.074,49,11,199,5.59,49434.2,2.1844,0.1009,2005
AK,628,3.7127,229.137,3.11553,28,54,73,5.8,48819.8,2.2624,0.1009,2005
AK,629,3.7209,229.616,3.15061,39,23,151,5.546,48628.4,2.3657,0.1009,2005
AK,630,3.7603,230.095,3.19012,53,59,181,5.71,49358.9,2.2264,0.1009,2005
AK,631,3.7816,230.576,3.2552,36,15,325,4.809,49038.8,2.372,0.1009,2005
AK,632,3.7207,231.057,3.26828,53,40,197,3.978,49265.7,2.5618,0.1009,2005
AK,633,3.7281,231.54,3.13976,67,38,122,4.231,50277.0,2.4206,0.1009,2005
AK,634,3.6685,232.024,2.78984,47,50,344,5.715,48443.5,2.4161,0.1009,2005
AK,635,3.6119,232.508,2.93016,44,17,364,4.763,49261.4,2.3633,0.1009,2005
AK,636,3.5832,232.994,2.82844,42,17,65,5.81,49137.4,2.4073,0.1009,2005
AK,637,3.5304,233.481,2.87445,34,7,29,5.733,50102.8,2.1789,0.1009,2005
AK,638,3.5912,233.968,2.87159,41,19,202,5.118,49305.4,2.191,0.1009,2005
AK,639,3.6743,234.457,3.16516,46,25,81,4.646,48877.6,2.1567,0.1009,2005
AK,640,3.7685,234.947,3.11619,53,23,140,4.765,50357.3,2.1857,0.1009,2005
AK,641,3.8209,235.438,3.19713,45,34,31,4.496,48908.9,2.3491,0.1009,2005
AK,642,3.7457,235.929,3.39852,49,49,631,5.222,50260.7,2.4034,0.1009,2005
AK,643,3.6829,236.422,3.22826,49,37,152,5.165,49507.9,2.3061,0.1009,2005
AK,644,3.6694,236.916,3.20028,52,47,100,4.465,48701.3,2.4414,0.1009,2005
AK,645,3.592,237.411,3.13361,38,36,320,4.376,49859.4,2.4811,0.1009,2005
AK,646,3.4518,237.907,2.94283,46,50,68,4.786,51255.2,2.3862,0.1009,2005
AK,647,3.4978,238.404,3.00527,44,36,90,4.402,50645.4,2.3505,0.1009,2005
AK,648,3.3452,238.902,2.84006,44,33,105,4.975,49930.6,2.3137,0.1009,2005
AK,649,3.3065,239.401,2.9895,46,23,81,4.713,51085.8,2.197,0.1009,2005
AK,650,3.4521,239.901,3.04409,46,10,123,5.928,50216.9,2.1983,0.1009,2005
AK,651,3.4918,240.402,3.20966,37,9,130,5.262,49628.7,2.2577,0.1009,2005
AK,652,3.5264,240.904,3.339,37,12,107,5.03,51290.3,2.1893,0.1009,2005
AK,653,3.707,241.407,3.18042,48,26,59,5.305,50094.6,2.2867,0.1009,2005
AK,654,3.6538,241.911,3.46231,42,46,445,4.173,50800.3,2.4517,0.1009,2005
AK,655,3.5292,242.417,3.4632,59,59,222,5.21,50933.8,2.4422,0.1009,2005
AK,656,3.5471,242.923,3.31541,50,21,188,5.397,51483.7,2.4435,0.1009,2005
AK,657,3.4437,243.43,3.20511,39,21,302,4.775,50043.5,2.4514,0.1009,2005
AK,658,3.4511,243.939,2.97809,44,13,241,5.052,50168.1,2.3088,0.1009,2005
AK,659,3.3565,244.448,3.01137,43,15,218,4.972,51235.3,2.3745,0.1009,2005
AK,660,2.1629,244.959,3.10908,47,40,121,4.728,50730.8,2.4107,0.1009,2005
AK,661,2.4358,245.471,3.11353,35,9,60,5.647,51136.9,2.2552,0.1009,2005
AK,662,2.449,245.983,3.2469,48,48,57,5.429,50825.3,2.3193,0.1009,2005
AK,663,2.5297,246.497,3.4498,43,32,102,5.516,51287.1,2.2304,0.1009,2005
AK,664,2.5771,247.012,3.51152,42,15,445,4.524,51748.6,2.1391,0.1009,2005
AK,665,2.631,247.528,3.67633,42,21,236,5.736,51736.2,2.0856,0.1009,2005
AK,666,2.6065,248.045,3.67019,51,35,290,5.08,51527.7,2.2968,0.1009,2005
AK,667,2.655,248.563,3.63503,59,78,71,5.521,51556.2,2.4696,0.1009,2005
AK,668,2.572,249.082,3.45308,50,20,76,4.936,51624.5,2.3262,0.1009,2005
AK,669,2.5075,249.603,3.46659,51,32,102,4.506,52115.6,2.5274,0.1009,2005
AK,670,2.4601,250.124,3.25461,56,30,191,5.336,52564.0,2.2888,0.1009,2005
AK,671,2.4115,250.646,3.30778,37,41,86,4.808,52426.5,2.4071,0.1009,2005
AK,672,2.0959,251.17,3.35164,53,6,220,4.526,53347.1,2.2989,0.1009,2005
AK,673,2.1058,251.694,3.29933,52,55,299,4.705,52643.1,2.3139,0.1009,2005
AK,674,2.1384,252.22,3.45022,34,6,178,4.929,53093.3,2.2232,0.1009,2005
AK,675,2.211,252.747,3.54169,38,11,100,5.019,52314.3,2.1243,0.1009,2005
AK,676,2.2657,253.275,3.70228,42,12,102,5.687,52482.2,2.1999,0.1009,2005
AK,677,2.3294,253.804,3.74667,42,49,366,5.609,52598.0,2.2085,0.1009,2005
AK,678,2.2981,254.334,3.86298,40,29,135,5.132,53754.9,2.3911,0.1009,2005
AK,679,2.3287,254.865,3.87771,55,13,113,4.668,51521.2,2.281,0.1009,2005
AK,680,2.2085,255.398,3.63289,41,25,269,5.297,52932.5,2.3847,0.1009,2005
AK,681,2.253,255.931,3.61669,57,30,648,4.424,52772.1,2.5206,0.1009,2005
AK,682,2.1578,256.466,3.54626,46,57,95,4.47,53184.9,2.4968,0.1009,2005
AK,683,2.1051,257.001,3.46255,50,19,193,4.059,54226.6,2.4204,0.1009,2005
AK,684,2.3374,257.538,3.38257,49,44,461,5.363,55448.9,2.4122,0.1009,2005
AK,685,2.381,258.076,3.3885,51,13,276,5.53,54007.3,2.2546,0.1009,2005
AK,686,2.3939,258.615,3.65008,27,43,292,5.307,53514.6,2.1217,0.1009,2005
AK,687,2.507,259.155,3.48725,36,16,144,5.269,53497.7,1.9833,0.1009,2005
AK,688,2.5988,259.697,3.66672,54,6,13,5.601,53644.9,2.2725,0.1009,2005
AK,689,2.6412,260.239,3.74537,38,14,161,5.437,53305.0,2.2119,0.1009,2005
AK,690,2.6792,260.783,3.79827,41,35,511,5.141,54977.4,2.221,0.1009,2005
AK,691,2.6591,261.327,3.80758,46,30,541,5.003,53170.8,2.4176,0.1009,2005
AK,692,2.6112,261.873,3.59634,52,20,395,4.517,53601.6,2.2946,0.1009,2005
AK,693,2.6009,262.42,3.54442,39,32,18,4.796,53918.6,2.4625,0.1009,2005
AK,694,2.467,262.968,3.54972,48,88,98,4.946,54575.1,2.3991,0.1009,2005
AK,695,2.4156,263.518,3.39099,50,42,148,4.978,54759.0,2.1796,0.1009,2005
AK,696,2.7366,264.068,3.34588,46,30,239,4.871,54187.3,2.3768,0.1009,2005
AK,697,2.7372,264.62,3.3942,36,29,224,4.832,53938.6,2.3629,0.1009,2005
AK,698,2.7259,265.172,3.29588,50,25,126,5.666,53831.8,2.1643,0.1009,2005
AK,699,2.7271,265.726,3.58078,42,12,634,5.45,54312.0,2.056,0.1009,2005
AK,700,2.8394,266.281,3.71898,39,20,84,5.378,55143.0,2.2017,0.1009,2005
AK,701,2.9423,266.838,3.79551,37,67,210,4.889,55840.0,2.1749,0.1009,2005
AK,702,2.9641,267.395,3.69116,42,36,161,4.994,54751.7,2.2844,0.1009,2005
AK,703,2.9457,267.953,3.83616,36,51,227,5.143,54665.5,2.409,0.1009,2005
AK,704,2.9314,268.513,3.83798,46,16,295,4.273,54267.3,2.4891,0.1009,2005
AK,705,2.8657,269.074,3.36537,43,16,358,4.927,55529.7,2.4549,0.1009,2005
AK,706,2.7896,269.636,3.4352,48,27,115,4.207,55313.4,2.5223,0.1009,2005
AK,707,2.691,270.199,3.295,40,7,320,4.836,55763.9,2.4369,0.1009,2005
AK,708,2.5392,270.764,3.44479,45,18,232,5.502,56211.5,2.3973,0.1009,2005
AK,709,2.6011,271.329,3.5662,49,2,89,5.309,54488.8,2.2485,0.1009,2005
AK,710,2.614,271.896,3.51403,50,27,301,5.825,55544.5,2.2506,0.1009,2005
AK,711,2.6985,272.464,3.60706,35,9,331,5.645,56660.8,2.221,0.1009,2005
AK,712,2.7802,273.033,3.80884,34,13,128,5.102,56287.4,2.123,0.1009,2005
AK,713,2.7914,273.603,4.02174,41,19,293,4.748,55859.4,2.2536,0.1009,2005
AK,714,2.7742,274.175,3.87887,34,49,182,4.818,55403.7,2.2544,0.1009,2005
AK,715,2.7371,274.747,3.9398,39,45,234,4.502,56324.6,2.3964,0.1009,2005
AK,716,2.7254,275.321,3.87296,46,47,291,4.655,56244.9,2.4585,0.1009,2005
AK,717,2.6514,275.896,3.79418,51,90,93,5.231,56395.1,2.4684,0.1009,2005
AK,718,2.6342,276.473,3.61347,58,22,75,4.604,55811.9,2.4632,0.1009,2005
AK,719,2.6628,277.05,3.43414,39,21,151,5.384,54916.7,2.341,0.1009,2005
AK,720,2.1807,277.629,3.33275,41,28,92,9.583,56451.5,2.2802,0.1009,2005
AK,721,2.1228,278.209,3.30166,42,14,271,9.824,57322.7,2.1742,0.1009,2005
AK,722,2.198,278.79,2.92068,54,26,191,10.07,55882.8,2.2319,0.1009,2005
AK,723,1.9117,279.372,2.4584,38,15,29,9.283,56971.1,2.2993,0.1009,2005
AK,724,1.925,279.956,2.97603,38,24,243,9.888,56283.1,2.1327,0.1009,2005
AK,725,2.3081,280.54,3.31636,40,21,80,9.099,55712.9,2.4673,0.1009,2005
AK,726,2.3524,281.126,3.71134,37,13,376,8.964,57554.2,2.2776,0.1009,2005
AK,727,2.3655,281.714,3.84627,42,32,143,9.422,57334.1,2.378,0.1009,2005
AK,728,2.2824,282.302,3.66407,46,44,283,9.254,56504.0,2.4125,0.1009,2005
AK,729,2.2129,282.892,3.76885,53,89,24,8.76,58859.7,2.4357,0.1009,2005
AK,730,2.1604,283.483,3.50691,53,6,204,9.975,56753.0,2.4156,0.1009,2005
AK,731,2.0966,284.075,3.45851,46,22,401,9.401,58391.7,2.3947,0.1009,2005
AK,732,2.8578,284.668,3.63634,34,20,172,4.148,57728.7,2.382,0.1009,2005
AK,733,2.8822,285.263,3.58857,41,25,104,5.366,57002.2,2.1369,0.1009,2005
AK,734,3.0436,285.859,3.61697,43,42,62,5.995,57856.3,2.2859,0.1009,2005
AK,735,3.1244,286.456,3.69228,36,24,91,5.4,58433.4,2.1666,0.1009,2005
AK,736,3.1956,287.054,3.82354,44,53,126,5.541,57911.5,2.2802,0.1009,2005
AK,737,3.2477,287.654,4.1132,38,77,364,4.765,58456.4,2.1896,0.1009,2005
AK,738,3.2475,288.254,4.02749,39,13,219,5.414,58385.0,2.2743,0.1009,2005
AK,739,3.2189,288.856,3.68941,39,16,286,5.218,58418.6,2.3004,0.1009,2005
AK,740,3.126,289.46,3.71259,52,26,298,4.639,58750.9,2.5016,0.1009,2005
AK,741,3.0731,290.064,3.66897,48,58,404,5.09,59406.7,2.4993,0.1009,2005
AK,742,2.9282,290.67,3.64441,45,11,119,4.994,59416.1,2.4568,0.1009,2005
AK,743,2.8961,291.277,3.54333,42,23,72,4.004,59068.9,2.3567,0.1009,2005
AK,744,3.8525,291.886,3.42543,49,18,55,4.991,59183.2,2.2854,0.1009,2005
AK,745,3.9304,292.496,3.53892,39,34,91,5.069,58869.1,2.1154,0.1009,2005
AK,746,4.0093,293.106,3.57588,44,26,385,5.773,59738.4,2.0969,0.1009,2005
AK,747,4.0648,293.719,3.62468,46,41,488,4.917,59599.0,2.146,0.1009,2005
AK,748,4.6743,294.332,3.62067,38,28,34,5.073,58973.8,2.1371,0.1009,2005
AK,749,5.1396,294.947,3.57692,40,49,200,5.3,59315.4,2.2933,0.1009,2005
AK,750,4.107,295.563,3.68727,47,42,527,5.438,58691.0,2.2344,0.1009,2005
AK,751,4.1484,296.18,3.71999,55,43,212,4.664,58910.3,2.3473,0.1009,2005
AK,752,4.1436,296.799,3.65792,46,38,390,4.668,58843.2,2.4375,0.1009,2005
AK,753,4.1163,297.419,3.6089,44,57,242,4.656,60813.0,2.5176,0.1009,2005
AK,754,4.1362,298.04,3.48804,44,41,201,4.529,62100.7,2.2828,0.1009,2005
AK,755,3.9645,298.663,3.50357,53,24,81,4.857,61494.9,2.2876,0.1009,2005
AK,756,3.4887,299.287,3.37418,40,19,31,4.814,60362.5,2.2999,0.1009,2005
AK,757,3.5215,299.912,3.46619,55,20,119,5.456,59797.4,2.2123,0.1009,2005
AK,758,3.6087,300.538,3.48091,37,50,155,5.789,59853.3,2.1881,0.1009,2005
AK,759,3.6746,301.166,3.71062,49,49,136,5.166,60058.4,2.1421,0.1009,2005
AK,760,3.746,301.795,3.87476,35,31,172,5.411,59145.5,2.0844,0.1009,2005
AK,761,3.7542,302.425,4.01152,53,38,80,4.813,60627.4,2.2485,0.1009,2005
AK,762,3.7731,303.057,4.00346,45,72,488,4.574,60292.5,2.4331,0.1009,2005
AK,763,3.7849,303.69,4.04426,41,31,262,3.915,60558.7,2.3686,0.1009,2005
AK,764,3.8004,304.324,3.83505,45,55,134,4.534,60596.5,2.3922,0.1009,2005
AK,765,3.6465,304.96,3.75564,52,29,352,4.14,60555.1,2.5234,0.1009,2005
AK,766,3.5944,305.597,3.55677,54,72,493,5.697,61155.3,2.3871,0.1009,2005
AK,767,3.6296,306.235,3.45926,38,20,125,5.553,61389.9,2.3629,0.1009,2005
AK,768,3.3025,306.875,3.67144,37,42,195,4.606,60717.1,2.2412,0.1009,2005
AK,769,3.3143,307.516,3.65833,42,16,176,4.591,61758.3,2.1583,0.1009,2005
AK,770,3.319,308.158,3.57294,46,40,343,5.69,62773.6,2.1083,0.1009,2005
AK,771,3.3838,308.802,3.7498,37,29,23,5.091,60482.6,2.1954,0.1009,2005
AK,772,3.3592,309.447,4.00684,31,66,161,4.931,60647.6,2.2503,0.1009,2005
AK,773,3.5092,310.093,4.05685,31,39,184,5.177,61281.3,2.4182,0.1009,2005
AK,774,3.4911,310.741,4.20342,47,15,216,4.558,62470.9,2.3335,0.1009,2005
AK,775,3.3801,311.39,4.03895,48,42,429,5.355,61692.2,2.5372,0.1009,2005
AK,776,3.3693,312.041,4.07592,41,16,480,4.191,60914.7,2.3154,0.1009,2005
AK,777,3.2879,312.692,3.89433,55,15,192,4.628,63236.6,2.4436,0.1009,2005
AK,778,3.2892,313.345,3.83848,38,36,113,5.172,63331.0,2.5354,0.1009,2005
AK,779,3.2678,314.0,3.69103,48,25,229,5.044,63334.1,2.378,0.1009,2005
AZ,540,2.157,190.7,0.99516,20,11,36,4.854,42478.1,2.2959,0.158,2007
AZ,541,2.17,191.098,1.07772,15,8,136,5.607,43646.3,2.2644,0.158,2007
AZ,542,2.2511,191.497,1.04909,15,9,89,5.619,42679.6,2.1392,0.158,2007
AZ,543,2.2522,191.897,1.07523,15,6,161,4.834,42065.1,2.051,0.158,2007
AZ,544,2.4245,192.298,1.13805,22,6,24,5.085,43071.3,2.2462,0.158,2007
AZ,545,2.429,192.7,1.15766,16,10,56,4.963,41669.4,2.0919,0.158,2007
AZ,546,2.4576,193.102,1.18448,16,3,62,4.354,42901.1,2.2253,0.158,2007
AZ,547,2.4341,193.506,1.1413,20,18,3,5.071,42611.6,2.3844,0.158,2007
AZ,548,2.3726,193.91,1.14007,13,15,47,4.496,43340.4,2.4275,0.158,2007
AZ,549,2.3652,194.315,1.1145,11,5,50,4.973,42707.2,2.4813,0.158,2007
AZ,550,2.2307,194.721,1.08682,15,9,51,4.875,42082.8,2.4212,0.158,2007
AZ,551,2.1576,195.128,1.04647,16,10,76,3.964,42928.7,2.3915,0.158,2007
AZ,552,2.4092,195.535,1.03622,17,11,105,4.715,41982.2,2.1731,0.158,2007
AZ,553,2.4114,195.944,1.03016,17,9,67,5.255,42788.3,2.1216,0.158,2007
AZ,554,2.4476,196.353,1.05914,14,3,113,5.882,42725.0,2.2221,0.158,2007
AZ,555,2.5022,196.763,1.10427,16,16,106,5.022,43477.7,2.252,0.158,2007
AZ,556,2.5111,197.174,1.10708,15,7,51,5.621,43235.9,2.2449,0.158,2007
AZ,557,2.6548,197.586,1.20926,16,12,61,5.898,43842.1,2.186,0.158,2007
AZ,558,2.682,197.999,1.16655,10,14,68,5.127,42953.1,2.4391,0.158,2007
AZ,559,2.7016,198.412,1.15269,16,7,152,4.874,44232.0,2.3582,0.158,2007
AZ,560,2.6322,198.827,1.18062,19,7,113,4.475,44088.8,2.4026,0.158,2007
AZ,561,2.5987,199.242,1.12863,19,9,86,4.948,43483.4,2.4618,0.158,2007
AZ,562,2.536,199.658,1.0592,21,8,116,4.626,42772.0,2.6382,0.158,2007
AZ,563,2.5318,200.075,1.06327,24,4,101,5.09,42840.7,2.3744,0.158,2007
AZ,564,2.6899,200.493,1.01918,17,6,23,4.7,44107.7,2.3071,0.158,2007
AZ,565,2.665,200.912,1.02674,16,7,85,5.011,43846.5,2.2331,0.158,2007
AZ,566,2.682,201.331,1.06748,11,6,5,5.49,43730.9,2.1066,0.158,2007
AZ,567,2.7825,201.752,1.10547,18,15,134,5.035,44384.9,2.1662,0.158,2007
AZ,568,2.8747,202.173,1.123,15,15,71,5.276,44339.6,2.2429,0.158,2007
AZ,569,2.9137,202.596,1.17558,20,6,27,4.917,43963.7,2.1525,0.158,2007
AZ,570,2.8885,203.019,1.20903,6,17,37,4.807,44079.3,2.2988,0.158,2007
AZ,571,2.8687,203.443,1.14444,20,9,110,5.132,44411.2,2.4221,0.158,2007
AZ,572,2.8898,203.868,1.14511,19,17,101,4.296,44310.5,2.5038,0.158,2007
AZ,573,2.7758,204.294,1.08737,24,8,60,4.62,44554.5,2.4279,0.158,2007
AZ,574,2.7594,204.72,1.02375,17,8,28,4.623,43893.7,2.4961,0.158,2007
AZ,575,2.7063,205.148,1.04943,18,15,170,4.684,44961.6,2.2356,0.158,2007
AZ,576,3.2334,205.576,1.0046,20,11,75,8.152,42630.1,2.5468,0.158,2007
AZ,577,3.2912,206.006,0.98708,14,5,65,8.184,42236.6,2.4293,0.158,2007
AZ,578,3.319,206.436,1.01665,22,26,66,8.322,43775.6,2.3994,0.158,2007
AZ,579,3.3898,206.867,0.996,26,2,76,8.519,43294.8,2.3352,0.158,2007
AZ,580,3.3779,207.299,1.04665,21,4,39,8.612,43173.9,2.4099,0.158,2007
AZ,581,4.1431,207.732,1.10455,11,6,42,7.553,43498.1,2.5034,0.158,2007
AZ,582,4.1891,208.166,1.09154,18,8,11,7.932,44479.9,2.4812,0.158,2007
AZ,583,3.3393,208.601,1.07438,15,16,20,8.031,43189.7,2.6498,0.158,2007
AZ,584,3.3627,209.037,1.05014,22,6,46,7.667,43924.6,2.7377,0.158,2007
AZ,585,3.2724,209.474,1.01829,16,20,48,7.014,43533.1,2.7141,0.158,2007
AZ,586,2.1229,209.911,0.99125,14,0,99,7.62,43879.4,2.7001,0.158,2007
AZ,587,1.6728,210.35,1.02565,26,9,119,7.526,43097.1,2.5196,0.158,2007
AZ,588,2.1571,210.789,1.04914,22,6,53,8.136,44633.5,2.4787,0.158,2007
AZ,589,2.2691,211.229,1.07972,14,11,45,8.195,44206.9,2.3815,0.158,2007
AZ,590,2.301,211.67,1.10723,17,4,49,7.598,43930.7,2.4284,0.158,2007
AZ,591,2.3502,212.113,1.14412,17,4,37,8.64,44744.0,2.3778,0.158,2007
AZ,592,2.4134,212.556,1.17463,12,3,68,7.979,44279.7,2.3189,0.158,2007
AZ,593,2.4495,213.0,1.21569,22,9,82,7.063,44881.8,2.3926,0.158,2007
AZ,594,2.5277,213.444,1.22615,21,14,34,7.531,45218.1,2.4664,0.158,2007
AZ,595,2.4227,213.89,1.17771,14,11,52,7.573,45391.1,2.5605,0.158,2007
AZ,596,2.4219,214.337,1.19616,24,4,86,7.112,44872.7,2.6898,0.158,2007
AZ,597,2.3946,214.785,1.1809,23,16,141,7.967,43931.6,2.5211,0.158,2007
AZ,598,2.2586,215.233,1.10566,25,7,107,7.774,44522.3,2.5826,0.158,2007
AZ,599,2.1954,215.683,1.05034,16,5,43,7.952,45374.7,2.4159,0.158,2007
AZ,600,2.5715,216.133,1.08471,23,8,56,7.724,45447.7,2.4579,0.158,2007
AZ,601,2.6642,216.585,1.11003,13,18,78,7.771,45592.5,2.334,0.158,2007
AZ,602,2.7127,217.037,1.10911,18,2,60,7.781,45616.8,2.3779,0.158,2007
AZ,603,2.7653,217.491,1.10118,15,1,21,8.19,45996.7,2.2925,0.158,2007
AZ,604,2.8067,217.945,1.10293,9,4,72,8.452,45976.6,2.2419,0.158,2007
AZ,605,2.8433,218.4,1.20814,21,14,54,8.387,45718.8,2.4663,0.158,2007
AZ,606,2.9249,218.856,1.17265,16,8,62,7.95,45265.1,2.4198,0.158,2007
AZ,607,2.9046,219.313,1.2027,17,22,29,7.403,46336.6,2.5443,0.158,2007
AZ,608,2.8193,219.772,1.13518,16,15,33,7.718,45497.3,2.655,0.158,2007
AZ,609,2.7579,220.231,1.13206,18,4,181,7.84,46086.9,2.7322,0.158,2007
AZ,610,2.7611,220.691,1.06385,17,25,40,7.685,46115.3,2.5306,0.158,2007
AZ,611,2.679,221.152,1.08197,13,12,21,7.597,46228.2,2.5818,0.158,2007
AZ,612,3.4654,221.614,1.06434,23,4,76,5.185,47891.1,2.4163,0.158,2007
AZ,613,3.4575,222.076,1.1041,22,12,85,5.314,47961.8,2.2751,0.158,2007
AZ,614,3.4692,222.54,1.08955,23,7,88,5.47,48373.9,2.2513,0.158,2007
AZ,615,3.4831,223.005,1.14508,19,3,28,6.046,47421.1,2.2505,0.158,2007
AZ,616,3.5615,223.471,1.17881,15,6,143,5.732,48486.9,2.1619,0.158,2007
AZ,617,3.616,223.938,1.22474,14,6,51,4.754,46906.0,2.2648,0.158,2007
AZ,618,3.6109,224.405,1.20386,20,16,198,5.023,47970.9,2.227,0.158,2007
AZ,619,3.6287,224.874,1.25839,12,5,144,4.983,49566.7,2.383,0.158,2007
AZ,620,3.5658,225.344,1.16598,21,5,74,5.126,47983.0,2.4643,0.158,2007
AZ,621,3.5798,225.815,1.11338,14,10,26,4.432,47498.2,2.4551,0.158,2007
AZ,622,3.5158,226.286,1.07814,21,10,44,5.402,48032.2,2.5528,0.158,2007
AZ,623,3.4102,226.759,1.0943,22,10,42,5.372,48292.5,2.291,0.158,2007
AZ,624,3.4131,227.233,1.05129,23,4,45,5.234,48494.4,2.341,0.158,2007
AZ,625,3.5023,227.707,1.09011,19,8,155,5.104,47993.2,2.1129,0.158,2007
AZ,626,3.4972,228.183,1.09522,17,10,54,5.202,47501.1,2.1938,0.158,2007
AZ,627,3.5346,228.659,1.15793,17,9,39,5.588,48515.1,2.1777,0.158,2007
AZ,628,3.7494,229.137,1.15815,16,10,48,5.115,49128.0,2.1191,0.158,2007
AZ,629,3.7803,229.616,1.22664,20,7,15,4.751,48384.1,2.315,0.158,2007
AZ,630,3.773,230.095,1.22444,14,16,95,4.462,49143.5,2.3514,0.158,2007
AZ,631,3.7793,230.576,1.22027,18,2,140,5.177,48441.3,2.2389,0.158,2007
AZ,632,3.6569,231.057,1.23615,18,7,62,4.743,48744.6,2.3808,0.158,2007
AZ,633,3.6704,231.54,1.13232,13,15,13,4.462,49539.4,2.6136,0.158,2007
AZ,634,3.6101,232.024,1.09188,22,13,60,5.682,49075.7,2.4674,0.158,2007
AZ,635,3.5183,232.508,1.12728,22,6,103,4.796,49518.4,2.3934,0.158,2007
AZ,636,3.4415,232.994,1.09593,14,1,117,4.629,50014.7,2.2205,0.158,2007
AZ,637,3.3254,233.481,1.15074,19,10,103,4.885,49584.0,2.2592,0.158,2007
AZ,638,3.4588,233.968,1.13845,15,3,54,5.471,50699.8,2.1928,0.158,2007
AZ,639,3.4929,234.457,1.156,16,6,48,5.325,50141.5,2.1384,0.158,2007
AZ,640,3.6165,234.947,1.26274,16,26,78,4.693,49878.3,2.1472,0.158,2007
AZ,641,3.613,235.438,1.28264,8,0,32,5.403,49988.2,2.1032,0.158,2007
AZ,642,3.5831,235.929,1.26167,9,19,66,4.652,49580.4,2.3093,0.158,2007
AZ,643,3.5841,236.422,1.23039,19,12,60,5.062,49433.7,2.3515,0.158,2007
AZ,644,3.5037,236.916,1.25273,15,17,62,5.117,49617.9,2.4605,0.158,2007
AZ,645,3.3869,237.411,1.21094,21,15,41,3.851,50869.6,2.4916,0.158,2007
AZ,646,3.4536,237.907,1.12859,13,13,26,5.368,48834.5,2.2327,0.158,2007
AZ,647,3.3477,238.404,1.11151,21,8,106,4.314,49991.9,2.4925,0.158,2007
AZ,648,3.2116,238.902,1.10194,14,14,41,4.816,50043.0,2.0585,0.158,2007
AZ,649,3.3009,239.401,1.1314,13,5,28,5.665,51737.4,2.3818,0.158,2007
AZ,650,3.317,239.901,1.17253,19,5,57,5.039,50760.4,2.2093,0.158,2007
AZ,651,3.2769,240.402,1.20364,17,12,16,5.349,49650.5,2.1667,0.158,2007
AZ,652,3.3585,240.904,1.22092,20,7,81,5.523,49864.5,2.2543,0.158,2007
AZ,653,3.5326,241.407,1.31715,24,3,87,4.588,50210.8,2.1392,0.158,2007
AZ,654,3.4786,241.911,1.34526,18,9,28,5.281,50761.5,2.2795,0.158,2007
